Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1988,23.288,26.675,29.127,29.571,29.857,27.461,25.236,25.005,25.041,25.903,24.24,22.722
1989,23.099,25.538,27.22,30.031,29.794,26.385,25.031,24.823,25.168,26.164,24.453,23.058
1990,23.582,25.332,27.826,30.334,27.794,25.93,24.83,24.507,25.594,25.349,24.084,23.123
1991,24.272,26.071,29.357,29.499,29.839,26.583,24.578,24.683,26.014,25.536,23.807,22.534
1992,22.438,25.398,28.799,30.412,29.137,27.093,25.705,24.658,26.127,25.358,24.41,21.786
1993,23.42,24.567,27.826,30.41,29.829,27.592,25.549,25.052,25.19,25.248,24.325,21.903
1994,23.465,25.249,29.042,29.179,30.091,26.652,24.759,24.926,26.099,24.873,23.165,21.94
1995,22.488,25.881,28.63,30.717,28.89,28.146,25.471,25.812,25.768,25.444,25.112,23.561
1996,24.421,25.874,29.355,29.859,30.175,27.16,25.705,24.631,25.167,24.531,24.516,22.342
1997,22.882,24.925,28.332,28.581,29.672,27.867,25.682,25.211,25.898,26.04,25.367,24.152
1998,24.388,26.073,29.223,30.992,30.306,28.291,25.83,25.565,25.562,25.369,24.406,22.401
1999,22.822,26.211,29.038,30.256,28.486,26.11,25.202,25.157,25.487,25.513,24.279,22.692
2000,24.099,25.53,28.042,30.352,28.77,25.99,24.812,24.965,25.725,25.644,24.542,22.527
2001,23.943,26.733,28.288,30.052,29.838,26.688,25.557,24.864,26.044,25.15,24.97,22.979
2002,23.571,26.032,29.359,30.627,29.808,26.874,25.832,24.991,26.037,26.006,24.353,23.4
